InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
557164,22423,REGENCY CAKESTAND 3 TIER,13,2025-09-08 17:36:18,12.75,12898.0,United Kingdom
539519,85099B,JUMBO BAG RED RETROSPOT,13,2025-07-18 23:30:19,1.87,,United Kingdom
568048,20725,LUNCH BAG RED RETROSPOT,9,2025-01-05 15:15:24,1.65,14300.0,United Kingdom
556420,20725,LUNCH BAG RED RETROSPOT,10,2025-02-04 22:53:34,1.48,16707.0,United Kingdom
569887,POST,POSTAGE,7,2025-06-15 14:40:15,18.0,15935.0,France
558795,POST,POSTAGE,6,2025-09-21 12:55:04,18.0,14789.0,Germany
536342,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-10-29 13:23:12,2.55,15504.0,United Kingdom
543085,85099B,JUMBO BAG RED RETROSPOT,9,2025-06-07 11:31:25,2.08,13096.0,United Kingdom
569067,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2025-04-18 04:49:20,0.55,12444.0,Netherlands
555027,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-12-20 08:47:31,2.8,16597.0,France
540155,20725,LUNCH BAG RED RETROSPOT,3,2025-06-17 14:30:40,1.65,17750.0,United Kingdom
538525,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2025-04-26 14:32:49,2.3,17171.0,United Kingdom
554256,POST,POSTAGE,10,2025-06-11 03:48:10,18.0,13830.0,United Kingdom
556200,20725,LUNCH BAG RED RETROSPOT,4,2025-01-05 19:17:04,1.82,14148.0,Netherlands
C544376,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-3,2025-04-21 17:06:35,0.55,14153.0,United Kingdom
542626,85099B,JUMBO BAG RED RETROSPOT,10,2025-07-08 12:36:15,1.87,16215.0,United Kingdom
556617,POST,POSTAGE,5,2025-12-02 10:51:17,19.8,,Netherlands
550808,20725,LUNCH BAG RED RETROSPOT,17,2025-09-27 13:22:57,1.65,16778.0,France
537258,20725,LUNCH BAG RED RETROSPOT,4,2025-10-13 13:57:18,1.65,17670.0,United Kingdom
537960,20725,LUNCH BAG RED RETROSPOT,10,2025-07-18 10:16:16,1.65,14354.0,United Kingdom
544103,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2025-02-10 20:42:25,2.55,15976.0,United Kingdom
555178,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-05-23 03:47:52,2.3,15002.0,Germany
546219,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-12-30 08:57:15,2.55,17728.0,United Kingdom
536508,21977,PACK OF 60 PINK PAISLEY CAKE CASES,9,2025-01-17 09:32:32,0.55,14124.0,Netherlands
567130,21977,PACK OF 60 PINK PAISLEY CAKE CASES,11,2025-11-17 02:23:39,0.55,13125.0,Netherlands
559577,22423,REGENCY CAKESTAND 3 TIER,17,2025-09-07 02:08:16,11.48,14273.0,United Kingdom
555843,POST,POSTAGE,12,2025-04-14 21:23:36,19.8,15712.0,Germany
544304,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2025-10-11 18:35:10,2.55,17720.0,United Kingdom
560079,20725,LUNCH BAG RED RETROSPOT,8,2025-11-02 08:45:34,1.82,,United Kingdom
568172,85099B,JUMBO BAG RED RETROSPOT,12,2025-01-16 06:23:10,2.29,12110.0,France
558984,85099B,JUMBO BAG RED RETROSPOT,6,2025-02-08 09:45:23,2.29,15054.0,United Kingdom
546054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-08-31 16:55:04,2.55,12954.0,United Kingdom
549337,20725,LUNCH BAG RED RETROSPOT,8,2025-12-31 07:06:16,1.82,14173.0,United Kingdom
C567590,20725,LUNCH BAG RED RETROSPOT,-2,2025-01-09 01:35:29,1.65,17663.0,United Kingdom
536476,22423,REGENCY CAKESTAND 3 TIER,11,2025-08-31 10:05:02,12.75,17908.0,United Kingdom
543523,85099B,JUMBO BAG RED RETROSPOT,5,2025-02-19 14:22:09,2.08,12922.0,France
539638,21977,PACK OF 60 PINK PAISLEY CAKE CASES,7,2025-08-26 12:30:11,0.61,12845.0,EIRE
C557801,85099B,JUMBO BAG RED RETROSPOT,-7,2025-08-16 04:08:10,2.08,16177.0,Germany
551599,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2025-02-03 20:14:22,0.61,14465.0,EIRE
540528,85099B,JUMBO BAG RED RETROSPOT,6,2025-09-06 15:09:22,1.87,14596.0,United Kingdom
568004,20725,LUNCH BAG RED RETROSPOT,18,2025-11-24 17:17:01,1.82,17240.0,EIRE
554758,20725,LUNCH BAG RED RETROSPOT,7,2025-11-12 22:58:56,1.65,17523.0,United Kingdom
544457,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-01-11 12:19:07,2.8,17402.0,United Kingdom
568159,20725,LUNCH BAG RED RETROSPOT,8,2025-03-31 13:53:37,1.82,16697.0,Netherlands
559742,22423,REGENCY CAKESTAND 3 TIER,2,2025-03-29 18:19:56,12.75,,United Kingdom
540415,POST,POSTAGE,16,2025-06-15 18:34:28,19.8,16319.0,United Kingdom
564104,21977,PACK OF 60 PINK PAISLEY CAKE CASES,18,2025-02-22 20:20:49,0.55,17309.0,United Kingdom
538006,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-11-08 16:54:20,2.8,15242.0,United Kingdom
566830,20725,LUNCH BAG RED RETROSPOT,4,2025-10-11 01:23:44,1.65,,United Kingdom
549377,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2025-10-23 08:24:28,2.3,16898.0,United Kingdom
545978,20725,LUNCH BAG RED RETROSPOT,2,2025-03-14 14:12:48,1.65,17578.0,Spain
537818,POST,POSTAGE,17,2025-01-06 10:40:36,16.2,13873.0,United Kingdom
567663,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2025-11-29 01:02:18,0.55,14569.0,United Kingdom
555027,85099B,JUMBO BAG RED RETROSPOT,17,2025-04-16 06:25:20,1.87,15432.0,United Kingdom
556671,21977,PACK OF 60 PINK PAISLEY CAKE CASES,18,2025-08-28 07:23:41,0.55,15909.0,EIRE
564912,85099B,JUMBO BAG RED RETROSPOT,5,2025-11-28 00:52:01,2.29,16048.0,United Kingdom
553285,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-01-14 18:17:52,2.55,14365.0,United Kingdom
545855,POST,POSTAGE,3,2025-01-02 09:04:16,18.0,17126.0,United Kingdom
562465,22423,REGENCY CAKESTAND 3 TIER,15,2025-01-02 18:59:27,12.75,16882.0,France
554026,22423,REGENCY CAKESTAND 3 TIER,7,2025-02-27 20:53:14,12.75,17653.0,EIRE
544116,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-01-19 21:12:42,2.55,,Germany
564714,POST,POSTAGE,12,2025-10-27 21:47:50,18.0,12464.0,EIRE
563627,POST,POSTAGE,10,2025-08-10 11:57:27,16.2,17073.0,United Kingdom
544408,85099B,JUMBO BAG RED RETROSPOT,5,2025-12-24 05:49:19,2.08,12476.0,United Kingdom
558098,22423,REGENCY CAKESTAND 3 TIER,7,2025-10-20 02:01:09,12.75,13162.0,United Kingdom
567310,20725,LUNCH BAG RED RETROSPOT,10,2025-12-18 14:58:30,1.65,13711.0,United Kingdom
563178,85099B,JUMBO BAG RED RETROSPOT,2,2025-03-29 03:02:34,2.08,13109.0,United Kingdom
542757,POST,POSTAGE,8,2025-04-16 05:47:35,19.8,16342.0,United Kingdom
565094,POST,POSTAGE,14,2025-11-07 05:51:48,18.0,14642.0,United Kingdom
537916,20725,LUNCH BAG RED RETROSPOT,9,2025-03-31 06:33:52,1.48,13315.0,Germany
556989,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2025-01-21 08:55:56,2.3,12028.0,United Kingdom
553387,20725,LUNCH BAG RED RETROSPOT,16,2025-09-02 07:57:04,1.82,13298.0,France
537248,POST,POSTAGE,11,2025-10-20 12:38:14,18.0,16157.0,Germany
560684,85099B,JUMBO BAG RED RETROSPOT,15,2025-12-20 22:58:34,2.29,16765.0,United Kingdom
546123,POST,POSTAGE,1,2025-12-05 15:30:08,18.0,13776.0,United Kingdom
564977,85099B,JUMBO BAG RED RETROSPOT,18,2025-02-13 16:13:33,2.08,12439.0,Germany
565852,POST,POSTAGE,15,2025-10-09 03:54:00,16.2,15343.0,Germany
556075,21977,PACK OF 60 PINK PAISLEY CAKE CASES,16,2025-11-05 02:44:22,0.61,16697.0,United Kingdom
557316,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-09-12 04:32:06,2.55,12420.0,United Kingdom
537771,85099B,JUMBO BAG RED RETROSPOT,11,2025-10-27 20:21:47,2.08,,France
566261,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2025-11-02 04:09:06,2.55,,Germany
559173,85099B,JUMBO BAG RED RETROSPOT,12,2025-06-12 23:36:48,2.08,13547.0,United Kingdom
549073,POST,POSTAGE,10,2025-01-15 18:07:06,18.0,15737.0,United Kingdom
538915,22423,REGENCY CAKESTAND 3 TIER,14,2025-06-16 19:53:47,11.48,12308.0,Spain
553160,POST,POSTAGE,7,2025-03-15 07:15:00,19.8,13833.0,United Kingdom
566628,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-02-11 03:45:05,2.3,12833.0,Spain
565328,21977,PACK OF 60 PINK PAISLEY CAKE CASES,7,2025-02-15 04:00:03,0.5,13288.0,United Kingdom
539353,POST,POSTAGE,10,2025-09-12 20:35:08,16.2,16640.0,United Kingdom
561909,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2025-07-04 10:21:10,0.55,13373.0,United Kingdom
538781,POST,POSTAGE,18,2025-07-17 09:49:09,18.0,12260.0,United Kingdom
C548835,POST,POSTAGE,-14,2025-09-29 05:56:25,16.2,13288.0,Netherlands
C551203,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-5,2025-07-20 08:32:59,0.55,12520.0,United Kingdom
536769,20725,LUNCH BAG RED RETROSPOT,1,2025-08-18 08:51:47,1.65,15737.0,Netherlands
540667,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2025-02-01 17:59:09,2.8,17837.0,United Kingdom
C565931,85099B,JUMBO BAG RED RETROSPOT,-1,2025-11-07 19:46:34,1.87,13006.0,Spain
557399,22423,REGENCY CAKESTAND 3 TIER,10,2025-06-13 11:12:37,11.48,16373.0,Netherlands
562736,20725,LUNCH BAG RED RETROSPOT,1,2025-02-26 08:00:48,1.48,14176.0,Germany
555427,21977,PACK OF 60 PINK PAISLEY CAKE CASES,14,2025-10-24 10:50:26,0.55,12430.0,United Kingdom
551271,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2025-09-26 04:11:47,0.55,16127.0,France
536619,POST,POSTAGE,9,2025-01-20 01:38:43,16.2,13259.0,United Kingdom
554572,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2025-03-12 05:34:43,2.55,15082.0,Netherlands
562198,POST,POSTAGE,8,2025-01-06 00:35:18,18.0,15042.0,United Kingdom
542946,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-04-09 00:49:28,2.55,,United Kingdom
552694,85099B,JUMBO BAG RED RETROSPOT,10,2025-02-06 05:43:24,2.08,12809.0,United Kingdom
550011,21977,PACK OF 60 PINK PAISLEY CAKE CASES,8,2025-09-17 21:37:37,0.55,13505.0,France
565612,85099B,JUMBO BAG RED RETROSPOT,7,2025-07-10 04:26:38,2.29,16424.0,Netherlands
541548,21977,PACK OF 60 PINK PAISLEY CAKE CASES,8,2025-12-24 16:43:38,0.61,17596.0,United Kingdom
539580,20725,LUNCH BAG RED RETROSPOT,7,2025-10-01 03:31:53,1.82,12070.0,France
543159,20725,LUNCH BAG RED RETROSPOT,11,2025-08-12 11:07:14,1.65,14483.0,Netherlands
541311,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-07-05 14:33:58,2.55,17288.0,United Kingdom
564776,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-01-20 13:27:38,2.55,13721.0,United Kingdom
544860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-01-26 19:11:35,2.55,,France
548324,85099B,JUMBO BAG RED RETROSPOT,17,2025-08-13 06:05:53,2.08,17425.0,Germany
544743,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-01-02 17:49:37,2.55,17813.0,United Kingdom
563700,22423,REGENCY CAKESTAND 3 TIER,16,2025-01-16 09:41:18,11.48,15931.0,EIRE
558577,20725,LUNCH BAG RED RETROSPOT,1,2025-03-21 10:41:12,1.82,16164.0,United Kingdom
552112,POST,POSTAGE,16,2025-11-19 07:40:33,16.2,15683.0,Spain
563162,20725,LUNCH BAG RED RETROSPOT,9,2025-06-17 23:55:30,1.65,13701.0,Spain
538406,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2025-09-16 19:47:20,2.55,,EIRE
559067,21977,PACK OF 60 PINK PAISLEY CAKE CASES,15,2025-05-31 11:06:33,0.55,12204.0,United Kingdom
548291,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2025-03-05 17:50:31,2.3,,United Kingdom
548894,85099B,JUMBO BAG RED RETROSPOT,3,2025-05-16 21:58:36,2.08,15610.0,United Kingdom
541381,85099B,JUMBO BAG RED RETROSPOT,11,2025-02-03 06:48:47,1.87,17026.0,United Kingdom
539300,POST,POSTAGE,14,2025-10-09 07:49:36,18.0,16885.0,Germany
559581,21977,PACK OF 60 PINK PAISLEY CAKE CASES,12,2025-03-08 18:17:38,0.55,16067.0,United Kingdom
564904,22423,REGENCY CAKESTAND 3 TIER,16,2025-05-18 06:48:41,14.02,14257.0,United Kingdom
566987,21977,PACK OF 60 PINK PAISLEY CAKE CASES,14,2025-12-24 02:15:15,0.61,14159.0,United Kingdom
544281,POST,POSTAGE,1,2025-08-05 14:17:08,19.8,14553.0,United Kingdom
561944,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-06-17 04:51:42,2.3,13538.0,United Kingdom
539781,20725,LUNCH BAG RED RETROSPOT,13,2025-07-18 14:04:51,1.82,14514.0,Germany
562466,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-10-14 02:33:11,2.55,12628.0,EIRE
555250,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-04-03 11:28:56,2.3,13919.0,United Kingdom
565303,POST,POSTAGE,18,2025-08-21 05:43:04,19.8,,Spain
538297,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-11-15 12:41:16,2.8,16241.0,Spain
562406,20725,LUNCH BAG RED RETROSPOT,10,2025-07-28 05:25:43,1.65,12851.0,United Kingdom
551881,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-06-12 06:01:52,2.8,13717.0,Germany
555331,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2025-02-22 21:36:47,0.55,13556.0,United Kingdom
C554323,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-8,2025-04-01 23:34:04,0.55,13690.0,United Kingdom
560285,20725,LUNCH BAG RED RETROSPOT,8,2025-12-12 07:51:26,1.48,16146.0,United Kingdom
556366,20725,LUNCH BAG RED RETROSPOT,9,2025-07-17 15:29:40,1.65,17370.0,United Kingdom
550142,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2025-04-20 08:31:30,0.61,16260.0,Spain
550802,85099B,JUMBO BAG RED RETROSPOT,14,2025-06-02 04:05:04,1.87,14930.0,Netherlands
538406,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-07-30 02:23:38,2.3,12964.0,EIRE
560623,21977,PACK OF 60 PINK PAISLEY CAKE CASES,11,2025-07-16 21:22:20,0.5,12857.0,Germany
559989,85099B,JUMBO BAG RED RETROSPOT,11,2025-09-13 01:35:00,2.08,16884.0,Germany
555277,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2025-04-04 11:48:28,2.55,16065.0,Netherlands
560536,POST,POSTAGE,10,2025-08-25 05:15:55,19.8,15061.0,United Kingdom
545145,22423,REGENCY CAKESTAND 3 TIER,6,2025-06-11 18:14:56,14.02,15463.0,United Kingdom
543606,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-12-10 03:13:44,2.55,17090.0,Germany
567442,POST,POSTAGE,11,2025-02-27 13:50:39,16.2,16882.0,United Kingdom
568434,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2025-02-24 08:16:14,0.5,12523.0,United Kingdom
564992,20725,LUNCH BAG RED RETROSPOT,14,2025-06-18 12:30:06,1.48,14370.0,United Kingdom
537785,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-07-05 04:27:54,2.8,12256.0,Germany
554659,85099B,JUMBO BAG RED RETROSPOT,6,2025-09-10 02:48:14,1.87,14308.0,United Kingdom
561022,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2025-05-28 04:16:34,0.61,15821.0,United Kingdom
537262,22423,REGENCY CAKESTAND 3 TIER,6,2025-11-30 13:50:06,12.75,13250.0,United Kingdom
568928,20725,LUNCH BAG RED RETROSPOT,8,2025-06-23 15:32:27,1.65,12900.0,United Kingdom
562760,22423,REGENCY CAKESTAND 3 TIER,16,2025-02-17 21:42:35,14.02,14945.0,Spain
546511,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-02-13 22:36:37,2.3,15149.0,United Kingdom
553219,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2025-12-22 18:03:44,2.55,16284.0,France
567023,22423,REGENCY CAKESTAND 3 TIER,3,2025-02-18 00:17:58,12.75,12084.0,France
565023,22423,REGENCY CAKESTAND 3 TIER,6,2025-12-12 16:53:07,11.48,13487.0,United Kingdom
564098,20725,LUNCH BAG RED RETROSPOT,18,2025-04-12 16:56:00,1.82,16679.0,EIRE
569455,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2025-02-04 16:56:54,0.55,16091.0,France
561299,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-04-22 15:49:14,2.3,17397.0,Germany
567801,21977,PACK OF 60 PINK PAISLEY CAKE CASES,10,2025-08-13 16:30:08,0.5,16888.0,United Kingdom
568428,22423,REGENCY CAKESTAND 3 TIER,5,2025-06-06 14:02:28,12.75,17033.0,United Kingdom
536663,85099B,JUMBO BAG RED RETROSPOT,17,2025-10-14 14:52:04,2.29,15063.0,Netherlands
558237,POST,POSTAGE,8,2025-08-12 16:36:54,16.2,17750.0,EIRE
547354,20725,LUNCH BAG RED RETROSPOT,13,2025-05-27 01:02:32,1.65,14495.0,Netherlands
552825,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2025-08-20 12:12:31,0.5,17418.0,Spain
541702,22423,REGENCY CAKESTAND 3 TIER,19,2025-12-21 03:03:59,12.75,14351.0,United Kingdom
558973,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-05-31 22:14:45,2.55,14664.0,EIRE
564382,20725,LUNCH BAG RED RETROSPOT,6,2025-02-26 23:45:18,1.48,16113.0,United Kingdom
550002,21977,PACK OF 60 PINK PAISLEY CAKE CASES,18,2025-05-30 03:47:50,0.55,14390.0,EIRE
559739,21977,PACK OF 60 PINK PAISLEY CAKE CASES,13,2025-11-03 21:23:48,0.55,12882.0,United Kingdom
C547046,POST,POSTAGE,-13,2025-03-21 11:21:54,16.2,17377.0,United Kingdom
561482,85099B,JUMBO BAG RED RETROSPOT,6,2025-12-13 16:08:12,1.87,14717.0,France
538796,20725,LUNCH BAG RED RETROSPOT,15,2025-08-03 15:40:22,1.48,17561.0,EIRE
565923,21977,PACK OF 60 PINK PAISLEY CAKE CASES,18,2025-08-08 02:49:24,0.55,14394.0,Germany
548852,22423,REGENCY CAKESTAND 3 TIER,12,2025-04-26 21:48:31,11.48,17837.0,United Kingdom
553164,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-12-02 15:22:31,2.55,15617.0,United Kingdom
563308,21977,PACK OF 60 PINK PAISLEY CAKE CASES,18,2025-01-14 11:41:54,0.5,16609.0,Netherlands
537014,22423,REGENCY CAKESTAND 3 TIER,1,2025-04-20 14:45:19,11.48,16533.0,United Kingdom
568144,21977,PACK OF 60 PINK PAISLEY CAKE CASES,18,2025-06-02 23:26:52,0.5,13211.0,United Kingdom
556891,20725,LUNCH BAG RED RETROSPOT,1,2025-06-24 15:32:13,1.65,16892.0,Germany
569155,85099B,JUMBO BAG RED RETROSPOT,2,2025-06-23 15:45:20,2.08,17669.0,United Kingdom
554740,85099B,JUMBO BAG RED RETROSPOT,1,2025-02-23 21:02:19,2.08,15966.0,Germany
543021,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2025-03-24 16:46:51,0.5,17682.0,United Kingdom
555800,85099B,JUMBO BAG RED RETROSPOT,14,2025-02-04 03:25:50,1.87,17076.0,EIRE
555428,20725,LUNCH BAG RED RETROSPOT,8,2025-07-28 19:38:13,1.65,15996.0,Spain
567303,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-05-09 21:35:38,2.55,14863.0,Netherlands
555575,POST,POSTAGE,7,2025-07-26 17:36:50,18.0,17143.0,Germany
549813,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2025-08-04 03:39:24,2.55,13112.0,United Kingdom
541985,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-09-14 12:32:34,2.55,15367.0,France
547083,20725,LUNCH BAG RED RETROSPOT,14,2025-07-19 01:17:49,1.65,16894.0,EIRE
555775,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-08-25 18:32:34,2.55,17664.0,Germany
548544,22423,REGENCY CAKESTAND 3 TIER,10,2025-08-03 22:58:22,11.48,13602.0,France
548333,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2025-08-27 00:51:27,2.8,12563.0,France
536494,20725,LUNCH BAG RED RETROSPOT,13,2025-08-14 02:36:59,1.82,14000.0,France
568041,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2025-04-26 22:23:11,0.55,17183.0,France
564447,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-03-31 19:11:40,2.3,15142.0,United Kingdom
544676,85099B,JUMBO BAG RED RETROSPOT,16,2025-10-15 19:45:20,1.87,12333.0,United Kingdom
540672,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-05-06 05:00:13,2.8,12716.0,Germany
564388,POST,POSTAGE,8,2025-07-20 15:18:13,16.2,14034.0,United Kingdom
564446,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-03-13 19:53:26,2.3,14056.0,Spain
566493,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2025-06-07 01:39:00,0.5,12811.0,Germany
554612,85099B,JUMBO BAG RED RETROSPOT,14,2025-07-13 06:48:34,2.08,14964.0,United Kingdom
561019,21977,PACK OF 60 PINK PAISLEY CAKE CASES,17,2025-08-17 07:04:41,0.61,14874.0,EIRE
560804,POST,POSTAGE,10,2025-07-12 12:59:52,16.2,13195.0,France
543299,85099B,JUMBO BAG RED RETROSPOT,9,2025-05-12 06:05:13,2.08,13393.0,France
553815,20725,LUNCH BAG RED RETROSPOT,2,2025-12-18 08:12:23,1.65,15986.0,United Kingdom
544852,85099B,JUMBO BAG RED RETROSPOT,14,2025-07-07 06:10:06,2.29,17712.0,Spain
561631,21977,PACK OF 60 PINK PAISLEY CAKE CASES,18,2025-10-23 01:31:37,0.55,17978.0,United Kingdom
569018,85099B,JUMBO BAG RED RETROSPOT,17,2025-09-26 16:07:49,2.29,,Germany
538602,22423,REGENCY CAKESTAND 3 TIER,11,2025-07-23 15:19:39,12.75,12230.0,United Kingdom
538578,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-11-20 21:01:38,2.8,17386.0,Germany
544983,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-02-16 13:49:35,2.55,17703.0,France
C539980,POST,POSTAGE,-5,2025-12-03 16:21:32,18.0,13668.0,Germany
536306,20725,LUNCH BAG RED RETROSPOT,1,2025-11-07 08:37:15,1.65,14402.0,United Kingdom
569271,22423,REGENCY CAKESTAND 3 TIER,3,2025-07-03 09:19:48,14.02,12155.0,EIRE
555803,85099B,JUMBO BAG RED RETROSPOT,11,2025-09-25 09:53:51,1.87,16807.0,France
562414,20725,LUNCH BAG RED RETROSPOT,2,2025-07-09 23:15:42,1.65,16653.0,United Kingdom
555248,85099B,JUMBO BAG RED RETROSPOT,1,2025-04-09 11:20:21,2.29,12123.0,Netherlands
561377,85099B,JUMBO BAG RED RETROSPOT,18,2025-10-19 20:42:07,1.87,16214.0,France
559329,20725,LUNCH BAG RED RETROSPOT,12,2025-03-31 07:41:43,1.65,14471.0,Netherlands
541447,22423,REGENCY CAKESTAND 3 TIER,16,2025-04-25 16:27:00,12.75,15272.0,Netherlands
541114,85099B,JUMBO BAG RED RETROSPOT,5,2025-07-09 06:34:42,1.87,13310.0,Netherlands
552623,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-11-02 09:32:21,2.8,16892.0,France
548615,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-05-21 20:36:46,2.55,14426.0,Germany
564585,21977,PACK OF 60 PINK PAISLEY CAKE CASES,14,2025-06-30 16:24:42,0.61,17040.0,United Kingdom
546410,20725,LUNCH BAG RED RETROSPOT,7,2025-01-16 11:40:13,1.65,12889.0,United Kingdom
547181,POST,POSTAGE,18,2025-02-12 09:47:30,18.0,15527.0,France
553986,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-01-21 19:11:33,2.8,13860.0,United Kingdom
542554,20725,LUNCH BAG RED RETROSPOT,5,2025-01-27 03:43:28,1.82,17795.0,Spain
565187,POST,POSTAGE,2,2025-11-14 20:22:10,18.0,15341.0,United Kingdom
536372,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2025-11-04 14:51:07,0.55,16318.0,United Kingdom
564816,POST,POSTAGE,17,2025-10-27 07:53:43,19.8,12517.0,United Kingdom
557166,POST,POSTAGE,16,2025-01-21 16:45:16,18.0,16061.0,United Kingdom
566189,20725,LUNCH BAG RED RETROSPOT,10,2025-01-29 23:47:08,1.82,,United Kingdom
545989,POST,POSTAGE,14,2025-04-13 08:22:59,18.0,14168.0,United Kingdom
566609,21977,PACK OF 60 PINK PAISLEY CAKE CASES,17,2025-07-26 09:26:09,0.5,13334.0,EIRE
565364,85099B,JUMBO BAG RED RETROSPOT,4,2025-05-02 22:18:12,1.87,12013.0,United Kingdom
551528,POST,POSTAGE,19,2025-06-27 08:15:55,18.0,15517.0,United Kingdom
545639,20725,LUNCH BAG RED RETROSPOT,10,2025-03-05 20:30:08,1.65,13445.0,United Kingdom
542700,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-09-24 21:35:35,2.8,15075.0,United Kingdom
541153,22423,REGENCY CAKESTAND 3 TIER,4,2025-04-25 13:59:18,14.02,16583.0,United Kingdom
555825,22423,REGENCY CAKESTAND 3 TIER,13,2025-01-25 01:58:17,11.48,13068.0,France
568655,20725,LUNCH BAG RED RETROSPOT,12,2025-09-29 01:26:44,1.82,16259.0,EIRE
555234,22423,REGENCY CAKESTAND 3 TIER,1,2025-11-26 06:44:33,12.75,13782.0,United Kingdom
568802,22423,REGENCY CAKESTAND 3 TIER,13,2025-01-06 00:24:47,12.75,13986.0,Germany
561695,85099B,JUMBO BAG RED RETROSPOT,3,2025-06-09 18:18:16,1.87,15461.0,United Kingdom
559290,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-10-29 15:21:26,2.3,15753.0,United Kingdom
560648,POST,POSTAGE,12,2025-09-15 10:54:42,18.0,15932.0,Spain
567565,85099B,JUMBO BAG RED RETROSPOT,15,2025-11-09 19:31:52,1.87,13171.0,United Kingdom
